, AU01_r_mean, AU01_r_median, AU01_r_var, AU01_r_skew, AU01_r_kurtosis, AU01_r_std, AU01_r_amax, AU02_r_mean, AU02_r_median, AU02_r_var, AU02_r_skew, AU02_r_kurtosis, AU02_r_std, AU02_r_amax, AU04_r_mean, AU04_r_median, AU04_r_var, AU04_r_skew, AU04_r_kurtosis, AU04_r_std, AU04_r_amax, AU05_r_mean, AU05_r_median, AU05_r_var, AU05_r_skew, AU05_r_kurtosis, AU05_r_std, AU05_r_amax, AU06_r_mean, AU06_r_median, AU06_r_var, AU06_r_skew, AU06_r_kurtosis, AU06_r_std, AU06_r_amax, AU07_r_mean, AU07_r_median, AU07_r_var, AU07_r_skew, AU07_r_kurtosis, AU07_r_std, AU07_r_amax, AU09_r_mean, AU09_r_median, AU09_r_var, AU09_r_skew, AU09_r_kurtosis, AU09_r_std, AU09_r_amax, AU10_r_mean, AU10_r_median, AU10_r_var, AU10_r_skew, AU10_r_kurtosis, AU10_r_std, AU10_r_amax, AU12_r_mean, AU12_r_median, AU12_r_var, AU12_r_skew, AU12_r_kurtosis, AU12_r_std, AU12_r_amax, AU14_r_mean, AU14_r_median, AU14_r_var, AU14_r_skew, AU14_r_kurtosis, AU14_r_std, AU14_r_amax, AU15_r_mean, AU15_r_median, AU15_r_var, AU15_r_skew, AU15_r_kurtosis, AU15_r_std, AU15_r_amax, AU17_r_mean, AU17_r_median, AU17_r_var, AU17_r_skew, AU17_r_kurtosis, AU17_r_std, AU17_r_amax, AU20_r_mean, AU20_r_median, AU20_r_var, AU20_r_skew, AU20_r_kurtosis, AU20_r_std, AU20_r_amax, AU23_r_mean, AU23_r_median, AU23_r_var, AU23_r_skew, AU23_r_kurtosis, AU23_r_std, AU23_r_amax, AU25_r_mean, AU25_r_median, AU25_r_var, AU25_r_skew, AU25_r_kurtosis, AU25_r_std, AU25_r_amax, AU26_r_mean, AU26_r_median, AU26_r_var, AU26_r_skew, AU26_r_kurtosis, AU26_r_std, AU26_r_amax, AU45_r_mean, AU45_r_median, AU45_r_var, AU45_r_skew, AU45_r_kurtosis, AU45_r_std, AU45_r_amax,happy_mean,happy_median,happy_var,happy_skew,happy_kurtosis,happy_std,happy_amax,sad_mean,sad_median,sad_var,sad_skew,sad_kurtosis,sad_std,sad_amax,surprised_mean,surprised_median,surprised_var,surprised_skew,surprised_kurtosis,surprised_std,surprised_amax,disgust_mean,disgust_median,disgust_var,disgust_skew,disgust_kurtosis,disgust_std,disgust_amax,likability,familiarity,rewatch,arousal,valence
0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.832380952380952,2.36,1.4576159495123349,-0.625042018462523,-1.258854398611107,1.2073176671913382,3.21,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.012380952380952381,0.0,0.012876190476190489,9.000669319154625,79.0120481927712,0.1134733029227161,1.04,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.7011904761904763,1.025,0.3712853126792888,-0.20335848991753536,-1.7721201674125555,0.6093318575942742,1.61,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.10035714285714285,0.0,0.1133480636833047,3.0748894875511534,7.601943087668284,0.336672041730977,1.39,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.03011904761904762,0.0,0.03908793746414229,6.600977201694252,42.940621627781276,0.19770669554707115,1.51,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.23373015873015876,0.3416666666666667,0.041253923631032044,-0.20335848991753502,-1.7721201674125553,0.20311061919809129,0.5366666666666667,0.916190476190476,1.18,0.3644039873780837,-0.625042018462523,-1.258854398611107,0.6036588335956691,1.605,0.01003968253968254,0.0,0.004343104162682473,6.600977201694258,42.940621627781326,0.06590223184902369,0.5033333333333333,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,2,1,2,3,2
1,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.09325301204819277,0.0,0.11612953276520714,3.466450439909242,10.450785761999413,0.34077783490891417,1.65,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.15,0.0,0.21563170731707315,2.78644191265291,5.885083236722474,0.4643616126652516,1.85,0.04168674698795181,0.0,0.046921510431971805,4.972981199007207,22.74006148285899,0.21661373555703203,1.18,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.013734939759036143,0.0,0.015657831325301193,8.944953612062573,78.01219512195127,0.12513125638824696,1.14,0.17397590361445783,0.0,0.2896486335586247,2.777591450922757,5.808906069341367,0.5381901462853298,2.07,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.22204819277108434,0.0,0.4545994122832793,2.929140140519171,7.163079413975634,0.674239877405126,2.92,0.13843373493975905,0.0,0.16270605348222159,2.6198668488100387,5.106984308196118,0.4033683843364792,1.67,0.01602409638554217,0.0,0.021312048192771087,8.944953612062573,78.01219512195135,0.14598646578628818,1.33,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.050240963855421684,0.0,0.069480429033206,5.114556021421883,24.581871768523634,0.2635914054615704,1.55,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.10799196787148593,0.0,0.11163169099160877,2.7795327151486653,5.827284668709391,0.33411329065394685,1.3066666666666666,0.008012048192771085,0.0,0.005328012048192772,8.944953612062573,78.01219512195135,0.07299323289314409,0.665,0.031084337349397587,0.0,0.012903281418356356,3.4664504399092406,10.450785761999413,0.11359261163630474,0.5499999999999999,0.020843373493975904,0.0,0.011730377607992951,4.972981199007207,22.74006148285899,0.10830686777851602,0.59,1,1,1,3,1
2,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.5351807228915663,0.0,0.31731795474581254,0.12909666205335424,-1.9001281260660932,0.5633098212758344,1.4,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.036867469879518076,0.0,0.036697384660593586,4.9724647209898425,22.7330294922055,0.191565614504779,1.04,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.027590361445783133,0.0,0.03134290332059946,6.249504229739069,37.23923757946079,0.17703927056051563,1.22,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.012289156626506025,0.0,0.004077487184510399,4.9724647209898425,22.733029492205485,0.06385520483492632,0.3466666666666667,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.009196787148594378,0.0,0.003482544813399942,6.249504229739063,37.23923757946077,0.05901309018683856,0.4066666666666667,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,2,1,2,2,2
3,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.3957142857142858,0.0,0.3232874354561102,0.7717783556209001,-1.307678187952533,0.5685837101571855,1.53,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.012142857142857143,0.0,0.012385714285714286,9.000669319154612,79.01204819277098,0.11129112402035611,1.02,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.1929761904761905,0.0,0.19050790304073437,1.8347687837239275,1.4562107337763157,0.43647211026677796,1.4,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.06432539682539683,0.0,0.02116754478230382,1.8347687837239275,1.456210733776314,0.1454907034222593,0.4666666666666666,0.1978571428571429,0.0,0.08082185886402755,0.7717783556209001,-1.307678187952533,0.2842918550785927,0.765,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1,1,1,3,1
4,0.0946987951807229,0.0,0.14937887158389654,4.004426999168034,14.753418385221995,0.38649562944992866,2.06,0.04710843373493976,0.0,0.06074275639141934,5.074870878157832,24.07397848627533,0.2464604560399484,1.43,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.31180722891566265,0.0,0.2931198648251543,1.1663056939106413,-0.5947203360421085,0.5414054532650685,1.42,0.3785542168674699,0.0,0.3371491037320012,1.02454380449786,-0.5376202290439989,0.5806454199698825,1.91,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.01216867469879518,0.0,0.012290361445783132,8.944953612062568,78.01219512195121,0.11086190258958725,1.01,0.02530120481927711,0.0,0.026244725242433136,6.20773517427321,36.539926527607655,0.16200223838710728,1.06,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.012891566265060241,0.0,0.013793975903614471,8.944953612062559,78.01219512195097,0.11744775818896873,1.07,0.23012048192771073,0.0,0.07913806118784081,0.7164242285873594,-0.9066039157346131,0.2813148790729719,0.82,0.012650602409638554,0.0,0.006561181310608284,6.20773517427321,36.539926527607655,0.08100111919355364,0.53,0.01570281124497992,0.0,0.006749195154602147,5.07487087815783,24.073978486275305,0.08215348534664946,0.4766666666666666,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,3,1,2,4,3
5,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.8094460641399415,1.09,0.3023578793923586,-0.7340046229452885,-1.3266613470746584,0.5498707842687758,1.47,0.014023323615160349,0.0,0.01675335617956456,9.129568184421453,81.552842668131,0.12943475645886063,1.29,0.09008746355685132,0.0,0.08495642507629615,2.9226380673193186,6.546941293411885,0.29147285478461993,1.07,0.006530612244897959,0.0,0.007295238095238095,12.98729648352776,166.7251123722427,0.08541216596737314,1.14,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.3506122448979594,1.33,0.07522681704260643,-1.7180691381461255,8.315316819516273,0.27427507550378405,1.95,1.5460932944606416,1.54,0.010775921095255141,0.22626518683484453,0.14547271085816593,0.10380713412504529,1.87,2.821865889212828,2.83,0.0420152217277888,-0.4050686462622336,0.10961698587093993,0.2049761491681137,3.33,0.0029737609329446063,0.0,0.003033236151603498,18.439168201863325,338.00292397660814,0.05507482320991596,1.02,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.006501457725947522,0.0,0.0072701805534243795,13.094978828235094,170.4579046906678,0.0852653537694202,1.2,1.486015549076774,1.47,0.01502800235660961,1.1881136794879215,2.128389063691432,0.12258875297762682,1.9233333333333331,0.40472303206997073,0.545,0.07558946984808965,-0.7340046229452885,-1.3266613470746584,0.2749353921343879,0.735,0.00467444120505345,0.0,0.0018614840199516157,9.129568184421453,81.552842668131,0.04314491881962018,0.43,0.0032653061224489797,0.0,0.0018238095238095238,12.98729648352776,166.7251123722427,0.04270608298368657,0.57,2,1,2,4,2
6,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.7613411078717203,1.08,0.3655660324280087,-0.3753531877239134,-1.655791897266056,0.6046205689752944,1.72,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.043731778425655975,0.0,0.058750945390687634,5.428018354956421,27.839755333302246,0.24238594305505348,1.56,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.031807580174927116,0.0,0.03809321432833783,6.0353918591660145,34.86857161331238,0.19517483016090428,1.4,0.2537803692905735,0.36000000000000004,0.04061844804755655,-0.37535318772391346,-1.6557918972660564,0.20154018965843154,0.5733333333333334,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,3,1,3,4,3
7,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.2990801186943622,0.0,0.24957206796665266,1.1036681659236125,-0.6875223212689483,0.4995718846839288,1.63,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.9021661721068248,1.97,0.1751372580189345,-3.6154659763978194,13.728546559601043,0.41849403582241707,2.35,2.293234421364984,2.36,0.1425189716687862,-1.4456755424038665,4.147055554754092,0.37751684951639736,2.95,0.041721068249258156,0.0,0.04818929101314118,5.17540132005279,25.446364828832436,0.2195205935969133,1.53,0.10456973293768547,0.0,0.14467488872403558,3.8206129637487445,14.766611722226646,0.3803615237166288,2.41,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.02777448071216617,0.0,0.02821497279920872,5.877014719329241,32.56340730683397,0.16797313118236715,1.09,0.10139465875370918,0.0,0.12755489437614806,3.37700451864706,10.03834528058905,0.35714828065685555,2.01,0.1851928783382789,0.0,0.26611729899674996,2.6376700076105606,5.648695998600555,0.5158655822951846,2.37,1.4981602373887235,1.5066666666666666,0.07820110255444085,-0.9070503495076278,2.8354402219136334,0.27964460043855816,2.033333333333333,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.03379821958456974,0.0,0.014172766041794235,3.37700451864706,10.03834528058905,0.11904942688561854,0.6699999999999999,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,2,1,1,3,1
8,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.848608695652174,1.09,0.27768410515672387,-0.8971509241981369,-0.9738967437757053,0.5269574035505373,1.56,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.2219999999999995,1.31,0.169693953488372,-2.099150817975586,3.967744029114236,0.4119392594647565,1.89,1.3618550724637688,1.37,0.01160759521402091,-0.27641623232491214,-0.4892401531243862,0.10773855026879149,1.6,2.633623188405795,2.66,0.07000979946073495,-0.8112658124148312,1.5620511092850755,0.26459364969842897,3.24,0.01136231884057971,0.0,0.01482575497135154,10.655239501927497,112.05617762299295,0.1217610568751419,1.42,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.002898550724637681,0.0,0.002898550724637681,18.493320604389684,340.00290697674404,0.05383819020581655,1.0,0.03710144927536231,0.0,0.04678808560835868,5.716418947472851,31.05896267216825,0.21630553762758523,1.46,1.3318260869565215,1.343333333333333,0.008153987754184949,-0.7662963736228525,1.0199452739413077,0.09029943385306992,1.5200000000000002,0.424304347826087,0.545,0.06942102628918097,-0.8971509241981369,-0.9738967437757053,0.26347870177526866,0.78,0.000966183574879227,0.0,0.0003220611916264089,18.49332060438968,340.00290697674404,0.01794606340193885,0.3333333333333333,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,2,1,2,4,1
9,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.003098159509202454,0.0,0.003129141104294481,17.972286357697417,321.00307692307655,0.055938726337792864,1.01,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.11996932515337423,0.0,0.15724646059462008,3.076738187858097,7.741346722526668,0.3965431383779324,1.76,0.6897239263803682,0.0,0.5243620773949971,0.1576385307998661,-1.8522908921397017,0.7241284950856423,1.83,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.04785276073619632,0.0,0.052118452100047216,4.653925156856335,20.217122919587815,0.2282946606910622,1.44,1.9120552147239263,1.9,0.03043914771118461,0.18881686238173132,-0.2670014283162234,0.1744681853839966,2.43,1.8062576687116554,1.88,0.4067157980179334,-1.2917686061902343,1.9024130959038956,0.6377427365465901,2.88,0.038036809815950916,0.0,0.0474767494100991,5.750337284241978,32.27295801366496,0.2178916001366255,1.61,0.23552147239263807,0.0,0.23192203492213315,1.5999306881804936,0.6891799851291838,0.48158284325973777,1.59,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.25898773006134973,0.0,0.2931377413874469,1.7979937126620722,1.828594544669504,0.5414219624169737,2.37,0.33263803680981585,0.0,0.32693763473336473,1.2784291561026642,0.027853746316449435,0.5717846051909449,2.18,0.07159509202453987,0.0,0.09720975554506843,4.323936665275344,17.772163409405795,0.31178479043254886,1.99,1.4693456032719843,1.43,0.15662575848146365,-0.35173015843745836,-0.6224178883801268,0.39575972316730723,2.1566666666666667,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.15190184049079758,0.0,0.04493797871113211,0.8060385853326152,-1.045963175791645,0.21198579837133455,0.7266666666666667,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,3,1,1,4,2
