, AU01_r_activationRatio, AU01_r_activationLenght, AU01_r_activationLevel, AU01_r_changeRatio, AU01_r_slowChangeRatio, AU01_r_fastChangeRatio, AU02_r_activationRatio, AU02_r_activationLenght, AU02_r_activationLevel, AU02_r_changeRatio, AU02_r_slowChangeRatio, AU02_r_fastChangeRatio, AU04_r_activationRatio, AU04_r_activationLenght, AU04_r_activationLevel, AU04_r_changeRatio, AU04_r_slowChangeRatio, AU04_r_fastChangeRatio, AU05_r_activationRatio, AU05_r_activationLenght, AU05_r_activationLevel, AU05_r_changeRatio, AU05_r_slowChangeRatio, AU05_r_fastChangeRatio, AU06_r_activationRatio, AU06_r_activationLenght, AU06_r_activationLevel, AU06_r_changeRatio, AU06_r_slowChangeRatio, AU06_r_fastChangeRatio, AU07_r_activationRatio, AU07_r_activationLenght, AU07_r_activationLevel, AU07_r_changeRatio, AU07_r_slowChangeRatio, AU07_r_fastChangeRatio, AU09_r_activationRatio, AU09_r_activationLenght, AU09_r_activationLevel, AU09_r_changeRatio, AU09_r_slowChangeRatio, AU09_r_fastChangeRatio, AU10_r_activationRatio, AU10_r_activationLenght, AU10_r_activationLevel, AU10_r_changeRatio, AU10_r_slowChangeRatio, AU10_r_fastChangeRatio, AU12_r_activationRatio, AU12_r_activationLenght, AU12_r_activationLevel, AU12_r_changeRatio, AU12_r_slowChangeRatio, AU12_r_fastChangeRatio, AU14_r_activationRatio, AU14_r_activationLenght, AU14_r_activationLevel, AU14_r_changeRatio, AU14_r_slowChangeRatio, AU14_r_fastChangeRatio, AU15_r_activationRatio, AU15_r_activationLenght, AU15_r_activationLevel, AU15_r_changeRatio, AU15_r_slowChangeRatio, AU15_r_fastChangeRatio, AU17_r_activationRatio, AU17_r_activationLenght, AU17_r_activationLevel, AU17_r_changeRatio, AU17_r_slowChangeRatio, AU17_r_fastChangeRatio, AU20_r_activationRatio, AU20_r_activationLenght, AU20_r_activationLevel, AU20_r_changeRatio, AU20_r_slowChangeRatio, AU20_r_fastChangeRatio, AU23_r_activationRatio, AU23_r_activationLenght, AU23_r_activationLevel, AU23_r_changeRatio, AU23_r_slowChangeRatio, AU23_r_fastChangeRatio, AU25_r_activationRatio, AU25_r_activationLenght, AU25_r_activationLevel, AU25_r_changeRatio, AU25_r_slowChangeRatio, AU25_r_fastChangeRatio, AU26_r_activationRatio, AU26_r_activationLenght, AU26_r_activationLevel, AU26_r_changeRatio, AU26_r_slowChangeRatio, AU26_r_fastChangeRatio, AU45_r_activationRatio, AU45_r_activationLenght, AU45_r_activationLevel, AU45_r_changeRatio, AU45_r_slowChangeRatio, AU45_r_fastChangeRatio,average_au_activationRatio,average_au_activationLenght,average_au_activationLevel,average_au_changeRatio,average_au_slowChangeRatio,average_au_fastChangeRatio,likability,familiarity,rewatch,arousal,valence
0,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.011904761904761904,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,1.0,0.011904761904761904,2.0833333333333335,0.05952380952380952,0.05952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.011904761904761904,0.32142857142857145,0.17857142857142858,0.17857142857142858,0.0,0.10714285714285714,0.011904761904761904,0.10714285714285714,0.05952380952380952,0.05952380952380952,0.0,0.9880952380952381,0.011904761904761904,1.0357142857142858,0.07142857142857142,0.07142857142857142,0.0,0.05952380952380952,0.011904761904761904,0.05952380952380952,0.03571428571428571,0.03571428571428571,0.0,0.4166666666666667,0.011904761904761904,0.4166666666666667,0.15476190476190477,0.15476190476190477,0.0,0.03571428571428571,0.011904761904761904,0.03571428571428571,0.023809523809523808,0.023809523809523808,0.0,0.11904761904761904,0.011904761904761904,0.11904761904761904,0.047619047619047616,0.047619047619047616,0.0,0.17857142857142858,0.011904761904761904,0.17857142857142858,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.011904761904761904,0.2261904761904762,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616,0.011904761904761904,0.047619047619047616,0.03571428571428571,0.03571428571428571,0.0,1.0,0.03571428571428571,0.2773109243697477,0.5238095238095238,0.5238095238095238,0.0,2,1,2,3,2
1,0.13253012048192772,0.012048192771084338,0.13253012048192772,0.07228915662650602,0.07228915662650602,0.0,0.10843373493975904,0.012048192771084338,0.12048192771084337,0.03614457831325301,0.03614457831325301,0.0,0.2289156626506024,0.012048192771084338,0.2289156626506024,0.0963855421686747,0.0963855421686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10843373493975904,0.0,0.1927710843373494,0.024096385542168676,0.024096385542168676,0.0,0.08433734939759036,0.0,0.08433734939759036,0.012048192771084338,0.012048192771084338,0.0,0.04819277108433735,0.012048192771084338,0.04819277108433735,0.03614457831325301,0.03614457831325301,0.0,0.0963855421686747,0.0,0.0963855421686747,0.012048192771084338,0.012048192771084338,0.0,0.10843373493975904,0.0,0.20481927710843373,0.024096385542168676,0.024096385542168676,0.0,0.4457831325301205,0.012048192771084338,0.4457831325301205,0.10843373493975904,0.10843373493975904,0.0,0.12048192771084337,0.024096385542168676,0.2289156626506024,0.08433734939759036,0.08433734939759036,0.0,0.24096385542168675,0.012048192771084338,0.25301204819277107,0.07228915662650602,0.07228915662650602,0.0,0.024096385542168676,0.0,0.024096385542168676,0.012048192771084338,0.012048192771084338,0.0,0.07228915662650602,0.0,0.07228915662650602,0.012048192771084338,0.012048192771084338,0.0,0.13253012048192772,0.012048192771084338,0.1566265060240964,0.07228915662650602,0.07228915662650602,0.0,0.1927710843373494,0.012048192771084338,0.1927710843373494,0.07228915662650602,0.07228915662650602,0.0,0.07228915662650602,0.012048192771084338,0.07228915662650602,0.04819277108433735,0.04819277108433735,0.0,0.7590361445783133,0.03614457831325301,0.15024805102763972,0.5301204819277109,0.5301204819277109,0.0,1,1,1,3,1
2,0.024096385542168676,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.0,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.0,0.37349397590361444,0.012048192771084338,0.37349397590361444,0.1686746987951807,0.1686746987951807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8072289156626506,0.012048192771084338,0.8072289156626506,0.13253012048192772,0.13253012048192772,0.0,0.8072289156626506,0.012048192771084338,0.8072289156626506,0.12048192771084337,0.12048192771084337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.012048192771084338,0.0963855421686747,0.07228915662650602,0.07228915662650602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03614457831325301,0.0,0.03614457831325301,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.0,0.060240963855421686,0.012048192771084338,0.060240963855421686,0.03614457831325301,0.03614457831325301,0.0,0.024096385542168676,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.0,1.0,0.024096385542168676,0.19135364989369213,0.37349397590361444,0.37349397590361444,0.0,2,1,2,2,2
3,0.05952380952380952,0.011904761904761904,0.05952380952380952,0.07142857142857142,0.07142857142857142,0.0,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.03571428571428571,0.03571428571428571,0.0,0.9047619047619048,0.011904761904761904,0.9166666666666666,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.011904761904761904,0.8928571428571429,0.08333333333333333,0.08333333333333333,0.0,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.0,0.5952380952380952,0.011904761904761904,0.5952380952380952,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.011904761904761904,0.09523809523809523,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15476190476190477,0.011904761904761904,0.15476190476190477,0.09523809523809523,0.09523809523809523,0.0,0.11904761904761904,0.011904761904761904,0.11904761904761904,0.07142857142857142,0.07142857142857142,0.0,0.9880952380952381,0.023809523809523808,0.17016806722689054,0.38095238095238093,0.38095238095238093,0.0,1,1,1,3,1
4,0.14457831325301204,0.024096385542168676,0.18072289156626506,0.10843373493975904,0.10843373493975904,0.0,0.10843373493975904,0.012048192771084338,0.10843373493975904,0.04819277108433735,0.04819277108433735,0.0,0.03614457831325301,0.012048192771084338,0.03614457831325301,0.024096385542168676,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036144578313253,0.012048192771084338,0.9036144578313253,0.024096385542168676,0.024096385542168676,0.0,0.9397590361445783,0.012048192771084338,0.9879518072289156,0.060240963855421686,0.060240963855421686,0.0,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.0,0.10843373493975904,0.012048192771084338,0.10843373493975904,0.03614457831325301,0.03614457831325301,0.0,0.04819277108433735,0.0,0.04819277108433735,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.012048192771084338,0.0963855421686747,0.07228915662650602,0.07228915662650602,0.0,0.060240963855421686,0.012048192771084338,0.060240963855421686,0.04819277108433735,0.04819277108433735,0.0,0.07228915662650602,0.012048192771084338,0.07228915662650602,0.03614457831325301,0.03614457831325301,0.0,1.0,0.024096385542168676,0.15379163713678215,0.3253012048192771,0.3253012048192771,0.0,3,1,2,4,3
5,0.008746355685131196,0.0029154518950437317,0.008746355685131196,0.0058309037900874635,0.0058309037900874635,0.0,0.011661807580174927,0.0029154518950437317,0.011661807580174927,0.011661807580174927,0.011661807580174927,0.0,0.9854227405247813,0.0029154518950437317,0.9854227405247813,0.0058309037900874635,0.0058309037900874635,0.0,0.04081632653061224,0.0029154518950437317,0.04081632653061224,0.0058309037900874635,0.0058309037900874635,0.0,0.9620991253644315,0.0029154518950437317,0.9620991253644315,0.0058309037900874635,0.0058309037900874635,0.0,0.26822157434402333,0.0029154518950437317,0.26822157434402333,0.09620991253644315,0.09620991253644315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0029154518950437317,1.2682215743440233,0.08746355685131195,0.08746355685131195,0.0,1.0,0.0029154518950437317,1.6763848396501457,0.12536443148688048,0.12536443148688048,0.0,1.0,0.0029154518950437317,2.927113702623907,0.03206997084548105,0.03206997084548105,0.0,0.04956268221574344,0.0029154518950437317,0.04956268221574344,0.04081632653061224,0.04081632653061224,0.0,0.11661807580174927,0.0029154518950437317,0.11661807580174927,0.04664723032069971,0.04664723032069971,0.0,0.008746355685131196,0.0029154518950437317,0.008746355685131196,0.011661807580174927,0.011661807580174927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026239067055393587,0.0029154518950437317,0.026239067055393587,0.023323615160349854,0.023323615160349854,0.0,0.16909620991253643,0.0029154518950437317,0.16909620991253643,0.0728862973760933,0.0728862973760933,0.0,0.043731778425655975,0.0029154518950437317,0.043731778425655975,0.04081632653061224,0.04081632653061224,0.0,1.0,0.011661807580174927,0.5036871891613787,0.446064139941691,0.446064139941691,0.0,2,1,2,4,2
6,0.0058309037900874635,0.0029154518950437317,0.0058309037900874635,0.011661807580174927,0.011661807580174927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01749271137026239,0.0029154518950437317,0.01749271137026239,0.014577259475218658,0.014577259475218658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029154518950437317,0.0029154518950437317,0.0029154518950437317,0.0058309037900874635,0.0058309037900874635,0.0,0.06997084548104957,0.0029154518950437317,0.06997084548104957,0.026239067055393587,0.026239067055393587,0.0,0.9970845481049563,0.0029154518950437317,1.0379008746355685,0.026239067055393587,0.026239067055393587,0.0,0.06705539358600583,0.0029154518950437317,0.06705539358600583,0.05830903790087463,0.05830903790087463,0.0,0.21574344023323616,0.0029154518950437317,0.21574344023323616,0.052478134110787174,0.052478134110787174,0.0,0.02040816326530612,0.0029154518950437317,0.02040816326530612,0.0058309037900874635,0.0058309037900874635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09912536443148688,0.0029154518950437317,0.11078717201166181,0.026239067055393587,0.026239067055393587,0.0,0.13994169096209913,0.0029154518950437317,0.13994169096209913,0.09037900874635568,0.09037900874635568,0.0,0.07580174927113703,0.0029154518950437317,0.07580174927113703,0.029154518950437316,0.029154518950437316,0.0,1.0,0.008746355685131196,0.10375578802949757,0.26239067055393583,0.26239067055393583,0.0,3,1,3,4,3
7,0.005934718100890208,0.002967359050445104,0.005934718100890208,0.005934718100890208,0.005934718100890208,0.0,0.002967359050445104,0.002967359050445104,0.002967359050445104,0.005934718100890208,0.005934718100890208,0.0,0.22255192878338279,0.002967359050445104,0.22255192878338279,0.05341246290801187,0.05341246290801187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643916913946587,0.002967359050445104,0.9703264094955489,0.017804154302670624,0.017804154302670624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008902077151335312,0.002967359050445104,0.008902077151335312,0.005934718100890208,0.005934718100890208,0.0,0.9643916913946587,0.005934718100890208,1.9050445103857567,0.017804154302670624,0.017804154302670624,0.0,1.0,0.002967359050445104,2.258160237388724,0.16023738872403562,0.16023738872403562,0.0,0.228486646884273,0.002967359050445104,0.2314540059347181,0.08902077151335312,0.08902077151335312,0.0,0.37091988130563797,0.005934718100890208,0.3887240356083086,0.11572700296735905,0.11275964391691394,0.002967359050445104,0.020771513353115726,0.002967359050445104,0.020771513353115726,0.02373887240356083,0.02373887240356083,0.0,0.01483679525222552,0.002967359050445104,0.01483679525222552,0.011869436201780416,0.011869436201780416,0.0,0.39762611275964393,0.002967359050445104,0.39762611275964393,0.09495548961424333,0.09495548961424333,0.0,0.26706231454005935,0.002967359050445104,0.2789317507418398,0.11275964391691394,0.11275964391691394,0.0,0.2166172106824926,0.005934718100890208,0.27596439169139464,0.0771513353115727,0.0771513353115727,0.0,1.0,0.008902077151335312,0.4107174026880781,0.44807121661721067,0.44807121661721067,0.0,2,1,1,3,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.002898550724637681,0.014492753623188406,0.008695652173913044,0.008695652173913044,0.0,1.0,0.002898550724637681,1.0057971014492753,0.011594202898550725,0.011594202898550725,0.0,0.020289855072463767,0.002898550724637681,0.020289855072463767,0.014492753623188406,0.014492753623188406,0.0,0.7652173913043478,0.002898550724637681,0.7652173913043478,0.10434782608695652,0.10434782608695652,0.0,0.005797101449275362,0.002898550724637681,0.005797101449275362,0.005797101449275362,0.005797101449275362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002898550724637681,1.153623188405797,0.08115942028985507,0.08115942028985507,0.0,1.0,0.002898550724637681,1.0927536231884059,0.06956521739130435,0.06956521739130435,0.0,1.0,0.002898550724637681,2.7507246376811594,0.13043478260869565,0.13043478260869565,0.0,0.05217391304347826,0.002898550724637681,0.05217391304347826,0.02318840579710145,0.02318840579710145,0.0,0.08695652173913043,0.002898550724637681,0.08695652173913043,0.034782608695652174,0.034782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927536231884058,0.002898550724637681,0.04927536231884058,0.02318840579710145,0.02318840579710145,0.0,0.15942028985507245,0.002898550724637681,0.15942028985507245,0.10434782608695652,0.10434782608695652,0.0,0.06956521739130435,0.002898550724637681,0.06956521739130435,0.014492753623188406,0.014492753623188406,0.0,1.0,0.008695652173913044,0.4250639386189243,0.4434782608695652,0.4434782608695652,0.0,2,1,2,4,1
9,0.08588957055214724,0.003067484662576687,0.08588957055214724,0.018404907975460124,0.018404907975460124,0.0,0.08282208588957055,0.003067484662576687,0.08282208588957055,0.012269938650306749,0.012269938650306749,0.0,0.03067484662576687,0.003067484662576687,0.03067484662576687,0.024539877300613498,0.024539877300613498,0.0,0.10736196319018405,0.003067484662576687,0.13496932515337423,0.024539877300613498,0.024539877300613498,0.0,0.9171779141104295,0.003067484662576687,1.0889570552147239,0.05828220858895705,0.05828220858895705,0.0,0.018404907975460124,0.003067484662576687,0.018404907975460124,0.012269938650306749,0.012269938650306749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3834355828220859,0.003067484662576687,0.3834355828220859,0.015337423312883436,0.015337423312883436,0.0,1.0,0.003067484662576687,1.99079754601227,0.006134969325153374,0.006134969325153374,0.0,1.0,0.003067484662576687,1.9079754601226995,0.07668711656441718,0.07668711656441718,0.0,0.20245398773006135,0.003067484662576687,0.2116564417177914,0.05521472392638037,0.05521472392638037,0.0,0.5674846625766872,0.003067484662576687,0.5736196319018405,0.07668711656441718,0.07668711656441718,0.0,0.06441717791411043,0.003067484662576687,0.06441717791411043,0.024539877300613498,0.024539877300613498,0.0,0.006134969325153374,0.003067484662576687,0.006134969325153374,0.006134969325153374,0.006134969325153374,0.0,0.48773006134969327,0.003067484662576687,0.5306748466257669,0.0736196319018405,0.0736196319018405,0.0,0.4662576687116564,0.003067484662576687,0.5153374233128835,0.06748466257668712,0.06748466257668712,0.0,0.15337423312883436,0.003067484662576687,0.16257668711656442,0.05521472392638037,0.05521472392638037,0.0,1.0,0.009202453987730062,0.4581378563695421,0.3895705521472393,0.3895705521472393,0.0,3,1,1,4,2
