, AU01_c_activationRatio, AU01_c_activationLenght, AU01_c_changeRatio, AU02_c_activationRatio, AU02_c_activationLenght, AU02_c_changeRatio, AU04_c_activationRatio, AU04_c_activationLenght, AU04_c_changeRatio, AU05_c_activationRatio, AU05_c_activationLenght, AU05_c_changeRatio, AU06_c_activationRatio, AU06_c_activationLenght, AU06_c_changeRatio, AU07_c_activationRatio, AU07_c_activationLenght, AU07_c_changeRatio, AU09_c_activationRatio, AU09_c_activationLenght, AU09_c_changeRatio, AU10_c_activationRatio, AU10_c_activationLenght, AU10_c_changeRatio, AU12_c_activationRatio, AU12_c_activationLenght, AU12_c_changeRatio, AU14_c_activationRatio, AU14_c_activationLenght, AU14_c_changeRatio, AU15_c_activationRatio, AU15_c_activationLenght, AU15_c_changeRatio, AU17_c_activationRatio, AU17_c_activationLenght, AU17_c_changeRatio, AU20_c_activationRatio, AU20_c_activationLenght, AU20_c_changeRatio, AU23_c_activationRatio, AU23_c_activationLenght, AU23_c_changeRatio, AU25_c_activationRatio, AU25_c_activationLenght, AU25_c_changeRatio, AU26_c_activationRatio, AU26_c_activationLenght, AU26_c_changeRatio, AU28_c_activationRatio, AU28_c_activationLenght, AU28_c_changeRatio, AU45_c_activationRatio, AU45_c_activationLenght, AU45_c_changeRatio,likability,familiarity,rewatch,arousal,valence
0,0.13095238095238096,0.011904761904761904,0.03571428571428571,0.2857142857142857,0.011904761904761904,0.023809523809523808,0.6785714285714286,0.011904761904761904,0.011904761904761904,0.19047619047619047,0.011904761904761904,0.11904761904761904,0.08333333333333333,0.011904761904761904,0.047619047619047616,0.8571428571428571,0.011904761904761904,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05952380952380952,0.0,0.011904761904761904,0.32142857142857145,0.011904761904761904,0.08333333333333333,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.34523809523809523,0.011904761904761904,0.05952380952380952,0.047619047619047616,0.011904761904761904,0.023809523809523808,0.13095238095238096,0.011904761904761904,0.03571428571428571,0.0,0.0,0.0,0.011904761904761904,0.0,0.011904761904761904,2,1,2,3,2
1,0.0963855421686747,0.0,0.012048192771084338,0.20481927710843373,0.012048192771084338,0.03614457831325301,0.7469879518072289,0.012048192771084338,0.03614457831325301,0.6626506024096386,0.012048192771084338,0.07228915662650602,0.0963855421686747,0.0,0.012048192771084338,0.9156626506024096,0.012048192771084338,0.024096385542168676,0.0963855421686747,0.0,0.012048192771084338,0.08433734939759036,0.012048192771084338,0.03614457831325301,0.04819277108433735,0.012048192771084338,0.024096385542168676,0.9036144578313253,0.012048192771084338,0.012048192771084338,0.0963855421686747,0.0,0.012048192771084338,0.10843373493975904,0.012048192771084338,0.08433734939759036,0.0,0.0,0.0,0.04819277108433735,0.0,0.012048192771084338,0.04819277108433735,0.012048192771084338,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.0,0.012048192771084338,1,1,1,3,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132530120481928,0.012048192771084338,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20481927710843373,0.012048192771084338,0.04819277108433735,0.0,0.0,0.0,0.5542168674698795,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2,2
3,0.08333333333333333,0.011904761904761904,0.07142857142857142,0.11904761904761904,0.011904761904761904,0.03571428571428571,0.30952380952380953,0.011904761904761904,0.03571428571428571,0.05952380952380952,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0,0.09523809523809523,0.011904761904761904,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.047619047619047616,0.0,0.011904761904761904,0.0,0.0,0.0,0.8571428571428571,0.011904761904761904,0.07142857142857142,0.08333333333333333,0.011904761904761904,0.023809523809523808,0.08333333333333333,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0,0.07142857142857142,0.011904761904761904,0.023809523809523808,1,1,1,3,1
4,0.3493975903614458,0.012048192771084338,0.03614457831325301,0.3855421686746988,0.012048192771084338,0.060240963855421686,0.0,0.0,0.0,0.9518072289156626,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.37349397590361444,0.012048192771084338,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.6987951807228916,0.012048192771084338,0.012048192771084338,1.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.060240963855421686,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.6265060240963856,0.012048192771084338,0.04819277108433735,0.08433734939759036,0.012048192771084338,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.04819277108433735,0.0,0.012048192771084338,3,1,2,4,3
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268221574344023,0.0029154518950437317,0.05539358600583091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9970845481049563,0.0029154518950437317,0.0029154518950437317,0.04081632653061224,0.0029154518950437317,0.011661807580174927,0.09620991253644315,0.0029154518950437317,0.029154518950437316,0.0,0.0,0.0,0.9387755102040817,0.0029154518950437317,0.029154518950437316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04956268221574344,0.0029154518950437317,0.011661807580174927,2,1,2,4,2
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7988338192419825,0.0029154518950437317,0.03498542274052478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11661807580174927,0.0029154518950437317,0.014577259475218658,0.0029154518950437317,0.0,0.0029154518950437317,0.0,0.0,0.0,0.029154518950437316,0.0029154518950437317,0.011661807580174927,0.06997084548104957,0.0029154518950437317,0.023323615160349854,0.0,0.0,0.0,1.0,0.0,0.0,0.06997084548104957,0.0029154518950437317,0.008746355685131196,0.026239067055393587,0.0,0.0029154518950437317,0.0,0.0,0.0,0.0641399416909621,0.0029154518950437317,0.01749271137026239,3,1,3,4,3
7,0.02967359050445104,0.002967359050445104,0.017804154302670624,0.06528189910979229,0.002967359050445104,0.02373887240356083,0.0,0.0,0.0,0.4362017804154303,0.002967359050445104,0.0830860534124629,0.1632047477744807,0.002967359050445104,0.01483679525222552,0.07418397626112759,0.002967359050445104,0.02967359050445104,0.017804154302670624,0.002967359050445104,0.005934718100890208,0.3887240356083086,0.002967359050445104,0.04154302670623145,0.9614243323442137,0.002967359050445104,0.005934718100890208,0.0712166172106825,0.002967359050445104,0.032640949554896145,0.26706231454005935,0.002967359050445104,0.032640949554896145,0.2314540059347181,0.002967359050445104,0.05341246290801187,0.06231454005934718,0.002967359050445104,0.03560830860534125,0.9614243323442137,0.002967359050445104,0.011869436201780416,0.10089020771513353,0.002967359050445104,0.01483679525222552,0.0,0.0,0.0,0.0,0.0,0.0,0.1394658753709199,0.002967359050445104,0.03560830860534125,2,1,1,3,1
8,0.0,0.0,0.0,0.005797101449275362,0.002898550724637681,0.005797101449275362,0.0,0.0,0.0,0.6550724637681159,0.002898550724637681,0.05217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8840579710144928,0.002898550724637681,0.028985507246376812,0.0,0.0,0.0,0.03768115942028986,0.002898550724637681,0.017391304347826087,0.0,0.0,0.0,0.8695652173913043,0.002898550724637681,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.002898550724637681,0.014492753623188406,2,1,2,4,1
9,0.0,0.0,0.0,0.06134969325153374,0.003067484662576687,0.018404907975460124,0.0,0.0,0.0,0.1656441717791411,0.003067484662576687,0.03680981595092025,0.4386503067484663,0.003067484662576687,0.015337423312883436,0.0950920245398773,0.003067484662576687,0.02147239263803681,0.024539877300613498,0.003067484662576687,0.006134969325153374,0.21779141104294478,0.003067484662576687,0.03374233128834356,1.0,0.0,0.0,0.7300613496932515,0.003067484662576687,0.02147239263803681,0.03067484662576687,0.003067484662576687,0.003067484662576687,0.1196319018404908,0.003067484662576687,0.04294478527607362,0.10122699386503067,0.003067484662576687,0.006134969325153374,1.0,0.0,0.0,0.31901840490797545,0.003067484662576687,0.018404907975460124,0.19631901840490798,0.003067484662576687,0.009202453987730062,0.0,0.0,0.0,0.17177914110429449,0.003067484662576687,0.015337423312883436,3,1,1,4,2
